-4.08681	-0.41391	1.9093	-1.01057	-3.9891	-0.4497	-3.9018	-0.3759	0.9724	-0.2335
-3.55301	-0.441087	0.710313	-0.149824	-3.27655	-0.364842	-3.5075	-0.4416	0.994	-0.1098
-3.27229	-0.51083	0.700854	-0.179667	-3.2731	-0.5122	-3.108	-0.4572	0.9999	0.0157
-2.90113	-0.403042	0.820638	0.27433	-2.78573	-0.387152	-2.7098	-0.4228	0.99	0.1409
-2.24652	-0.354966	1.75213	0.0707559	-2.186	-0.3596	-2.319	-0.3386	0.9646	0.2638
-1.81202	-0.256823	0.951929	0.236421	-1.85945	-0.241762	-1.9419	-0.2062	0.9239	0.3827
-1.60441	-0.172249	0.457566	0.221532	-1.6371	-0.1751	-1.5843	-0.0275	0.8686	0.4954
-1.42442	0.243377	0.321302	1.0777	-1.31674	0.229544	-1.2519	0.1946	0.7997	0.6004
-1.09621	0.236972	0.907004	-0.439327	-1.0588	0.1677	-0.95	0.4566	0.7181	0.6959
-1.11688	0.651658	-0.0895266	1.11443	-0.901875	1.00858	-0.6833	0.7543	0.6253	0.7804
-0.523133	1.09603	1.70085	1.14832	-0.4036	1.0946	-0.456	1.0832	0.5225	0.8526
-0.272798	1.42316	0.564057	0.964263	-0.205113	1.21379	-0.2717	1.4379	0.4115	0.9114
-0.0743522	1.77379	0.471316	0.86583	-0.0789	1.767	-0.1334	1.813	0.2941	0.9558
0.0512751	2.11853	0.310759	0.964804	0.0486819	2.06273	-0.0431	2.2024	0.172	0.9851
-0.180119	2.65338	-0.871545	1.39495	-0.2328	2.6805	-0.0024	2.6	0.0471	0.9989
0.0244004	3.14257	0.574971	1.30472	0.0259328	2.98199	0.0039	2.9999	0.0471	0.9989
0.146713	3.39733	0.243416	0.544825	0.1356	3.3485	0.0509	3.3969	0.172	0.9851
0.45529	3.6242	0.804051	0.56456	0.469251	3.62889	0.1473	3.7848	0.2941	0.9558
0.440798	4.02161	-0.195457	1.05172	0.4	4.0523	0.2915	4.1576	0.4115	0.9114
0.468687	4.36876	0.133348	1.42715	0.442615	4.04848	0.4813	4.5094	0.5225	0.8526
0.683269	4.85649	0.583432	1.19074	0.7006	4.8416	0.7137	4.8347	0.6253	0.7804
0.889673	5.18343	0.522331	0.853407	0.873789	5.09349	0.9851	5.1282	0.7181	0.6959
1.32061	5.63019	1.10758	1.16245	1.3444	5.6537	1.2911	5.3854	0.7997	0.6004
1.65295	5.80186	0.88671	0.634484	1.57736	5.55447	1.6269	5.6023	0.8686	0.4954
1.95119	5.9127	0.726239	0.228485	1.9415	5.8852	1.9873	5.7753	0.9239	0.3827
2.50788	6.05728	1.35127	0.13347	2.62042	6.2066	2.3664	5.9018	0.9646	0.2638
2.82392	5.87959	0.754979	-0.539765	2.7935	5.8308	2.7585	5.9798	0.99	0.1409
3.07087	6.02661	0.573498	0.373659	3.09238	6.17629	3.1572	6.008	0.9999	0.0157
3.61211	5.96804	1.32302	-0.132339	3.6367	5.9492	3.5564	5.9861	0.994	-0.1098
4.03863	5.90775	1.06333	-0.129475	4.00308	5.88411	3.9496	5.9142	0.9724	-0.2335
4.37132	5.57176	0.750236	-0.898013	4.3447	5.5246	4.3308	5.7937	0.9354	-0.3535
4.4708	5.33146	0.258398	-0.525505	4.40085	5.31489	4.6938	5.6263	0.8838	-0.468
4.86906	5.26346	1.06466	-0.0899896	4.9159	5.2994	5.033	5.4148	0.8181	-0.575
5.14465	5.16788	0.598679	-0.311414	5.12806	5.1672	5.343	5.1624	0.7396	-0.673
5.52719	4.92914	0.93661	-0.561725	5.5398	4.923	5.6189	4.8732	0.6494	-0.7604
5.95694	4.59703	0.876811	-1.01567	6.07537	4.65023	5.8564	4.5516	0.549	-0.8358
6.17675	4.08839	0.50041	-1.30021	6.1516	4.0693	6.0517	4.2029	0.4399	-0.898
6.32813	3.86819	0.450741	-0.4482	6.28139	3.91715	6.2018	3.8324	0.3239	-0.9461
6.32752	3.62924	-0.0604629	-0.623647	6.2946	3.615	6.3042	3.446	0.2028	-0.9792
6.50111	3.22364	0.467995	-1.04523	6.55587	3.19438	6.3574	3.0498	0.0784	-0.9969
6.44303	2.68102	-0.230319	-1.39519	6.3965	2.6572	6.3606	2.6501	-0.0471	-0.9989
6.17966	1.9744	-0.298094	-1.66491	5.90263	1.88037	6.3136	2.2531	-0.1719	-0.9851
6.17642	1.66497	0.0706615	-0.800209	6.2079	1.6997	6.2172	1.8651	-0.2941	-0.9558
6.07356	1.31831	-0.606132	-0.941287	6.19075	1.34088	6.073	1.4923	-0.4115	-0.9114
5.83567	1.08127	-0.583766	-0.600977	5.8392	1.0935	5.8832	1.1405	-0.5225	-0.8526
5.71732	0.501804	-0.446171	-1.53629	5.82372	0.459275	5.6507	0.8153	-0.6253	-0.7804
5.56302	0.63482	-0.353992	0.367892	5.5769	0.705	5.3794	0.5218	-0.7181	-0.6959
5.34568	0.278921	-0.265209	-0.937281	5.11768	0.222247	5.0734	0.2645	-0.7997	-0.6004
4.89075	0.289393	-1.23462	0.0409026	4.8311	0.3215	4.7376	0.0477	-0.8686	-0.4955
4.49253	0.0129094	-0.789353	-0.730103	4.41467	-0.0163344	4.3772	-0.1253	-0.9239	-0.3827
4.09107	-0.213549	-1.03236	-0.547593	4.0752	-0.2068	3.998	-0.2518	-0.9646	-0.2639
3.66437	-0.387669	-0.905769	-0.447695	3.57296	-0.375101	3.606	-0.3298	-0.99	-0.1409
3.34343	-0.526006	-0.788652	-0.32798	3.3508	-0.5214	3.2072	-0.358	-0.9999	-0.0157
2.83928	-0.141372	-1.14071	1.01084	2.60464	-0.150716	2.8081	-0.3361	-0.994	0.1097
2.23576	-0.154295	-1.57751	-0.283814	2.2139	-0.209	2.4149	-0.2643	-0.9724	0.2334
1.98356	-0.173744	-0.627137	-0.0254993	2.15157	-0.148694	2.0337	-0.1437	-0.9354	0.3535
1.70387	-0.195389	-0.710353	-0.0667101	1.6985	-0.197	1.6707	0.0236	-0.8838	0.4679
1.58331	0.136564	-0.503379	0.914922	1.69286	0.189197	1.3315	0.2352	-0.8181	0.575
0.842957	0.537656	-2.0378	0.98769	0.7408	0.546	1.0215	0.4875	-0.7396	0.673
0.714422	1.29017	-0.194469	2.05323	0.972426	1.02971	0.7456	0.7768	-0.6494	0.7604
0.208743	1.17732	-1.65199	-0.58166	0.1397	1.0014	0.5081	1.0983	-0.549	0.8358
0.0184844	1.52179	-1.07811	2.34241	0.141585	0.681651	0.3128	1.4471	-0.4399	0.898
0.111083	1.98067	0.593156	1.0705	0.2061	1.8875	0.1627	1.8176	-0.3239	0.9461
0.0437698	2.33842	-0.178944	1.09612	0.0447134	2.16014	0.0603	2.204	-0.2028	0.9792
0.151544	2.49767	0.41449	0.294997	0.1754	2.4465	0.0071	2.6002	-0.0785	0.9969
